Measure,Age,Value,Sex,Country
Deaths,0,894,Both,Spain
Deaths,5,311,Both,Spain
Deaths,10,428,Both,Spain
Deaths,15,767,Both,Spain
Deaths,20,1993,Both,Spain
Deaths,25,3347,Both,Spain
Deaths,30,5881,Both,Spain
Deaths,35,9267,Both,Spain
Deaths,40,14842,Both,Spain
Deaths,45,24111,Both,Spain
Deaths,50,34251,Both,Spain
Deaths,55,46765,Both,Spain
Deaths,60,57322,Both,Spain
Deaths,65,64455,Both,Spain
Deaths,70,66925,Both,Spain
Deaths,75,64368,Both,Spain
Deaths,80,63890,Both,Spain
Deaths,85,56288,Both,Spain
Deaths,90,63669,Both,Spain
Cases,0,304978,Both,Sweden
Cases,5,392894,Both,Sweden
Cases,10,568184,Both,Sweden
Cases,15,902741,Both,Sweden
Cases,20,1611978,Both,Sweden
Cases,25,2103937,Both,Sweden
Cases,30,2104966,Both,Sweden
Cases,35,1970078,Both,Sweden
Cases,40,1834677,Both,Sweden
Cases,45,1744550,Both,Sweden
Cases,50,1601880,Both,Sweden
Cases,55,1397704,Both,Sweden
Cases,60,1056240,Both,Sweden
Cases,65,786408,Both,Sweden
Cases,70,583227,Both,Sweden
Cases,75,428594,Both,Sweden
Cases,80,350497,Both,Sweden
Cases,85,263302,Both,Sweden
Cases,90,217188,Both,Sweden
Deaths,0,894,Both,Sweden
Deaths,5,311,Both,Sweden
Deaths,10,428,Both,Sweden
Deaths,15,767,Both,Sweden
Deaths,20,1993,Both,Sweden
Deaths,25,3347,Both,Sweden
Deaths,30,5881,Both,Sweden
Deaths,35,9267,Both,Sweden
Deaths,40,14842,Both,Sweden
Deaths,45,24111,Both,Sweden
Deaths,50,34251,Both,Sweden
Deaths,55,46765,Both,Sweden
Deaths,60,57322,Both,Sweden
Deaths,65,64455,Both,Sweden
Deaths,70,66925,Both,Sweden
Deaths,75,64368,Both,Sweden
Deaths,80,63890,Both,Sweden
Deaths,85,56288,Both,Sweden
Deaths,90,63669,Both,Sweden
Cases,0,304978,Both,Switzerland
Cases,5,392894,Both,Switzerland
Cases,10,568184,Both,Switzerland
Cases,15,902741,Both,Switzerland
Cases,20,1611978,Both,Switzerland
Cases,25,2103937,Both,Switzerland
Cases,30,2104966,Both,Switzerland
Cases,35,1970078,Both,Switzerland
Cases,40,1834677,Both,Switzerland
Cases,45,1744550,Both,Switzerland
Cases,50,1601880,Both,Switzerland
Cases,55,1397704,Both,Switzerland
Cases,60,1056240,Both,Switzerland
Cases,65,786408,Both,Switzerland
Cases,70,583227,Both,Switzerland
Cases,75,428594,Both,Switzerland
Cases,80,350497,Both,Switzerland
Cases,85,263302,Both,Switzerland
Cases,90,217188,Both,Switzerland
Deaths,0,894,Both,Switzerland
Deaths,5,311,Both,Switzerland
Deaths,10,428,Both,Switzerland
Deaths,15,767,Both,Switzerland
Deaths,20,1993,Both,Switzerland
Deaths,25,3347,Both,Switzerland
Deaths,30,5881,Both,Switzerland
Deaths,35,9267,Both,Switzerland
Deaths,40,14842,Both,Switzerland
Deaths,45,24111,Both,Switzerland
Deaths,50,34251,Both,Switzerland
Deaths,55,46765,Both,Switzerland
Deaths,60,57322,Both,Switzerland
Deaths,65,64455,Both,Switzerland
Deaths,70,66925,Both,Switzerland
Deaths,75,64368,Both,Switzerland
Deaths,80,63890,Both,Switzerland
Deaths,85,56288,Both,Switzerland
Deaths,90,63669,Both,Switzerland
Cases,0,304978,Both,Togo
Cases,5,392894,Both,Togo
Cases,10,568184,Both,Togo
Cases,15,902741,Both,Togo
Cases,20,1611978,Both,Togo
Cases,25,2103937,Both,Togo
Cases,30,2104966,Both,Togo
Cases,35,1970078,Both,Togo
Cases,40,1834677,Both,Togo
Cases,45,1744550,Both,Togo
Cases,50,1601880,Both,Togo
Cases,55,1397704,Both,Togo
Cases,60,1056240,Both,Togo
Cases,65,786408,Both,Togo
Cases,70,583227,Both,Togo
Cases,75,428594,Both,Togo
Cases,80,350497,Both,Togo
Cases,85,263302,Both,Togo
Cases,90,217188,Both,Togo
Deaths,0,894,Both,Togo
Deaths,5,311,Both,Togo
Deaths,10,428,Both,Togo
Deaths,15,767,Both,Togo
Deaths,20,1993,Both,Togo
Deaths,25,3347,Both,Togo
Deaths,30,5881,Both,Togo
Deaths,35,9267,Both,Togo
Deaths,40,14842,Both,Togo
Deaths,45,24111,Both,Togo
Deaths,50,34251,Both,Togo
Deaths,55,46765,Both,Togo
Deaths,60,57322,Both,Togo
Deaths,65,64455,Both,Togo
Deaths,70,66925,Both,Togo
Deaths,75,64368,Both,Togo
Deaths,80,63890,Both,Togo
Deaths,85,56288,Both,Togo
Deaths,90,63669,Both,Togo
Cases,0,304978,Both,Turkey
Cases,5,392894,Both,Turkey
Cases,10,568184,Both,Turkey
Cases,15,902741,Both,Turkey
Cases,20,1611978,Both,Turkey
Cases,25,2103937,Both,Turkey
Cases,30,2104966,Both,Turkey
Cases,35,1970078,Both,Turkey
Cases,40,1834677,Both,Turkey
Cases,45,1744550,Both,Turkey
Cases,50,1601880,Both,Turkey
Cases,55,1397704,Both,Turkey
Cases,60,1056240,Both,Turkey
Cases,65,786408,Both,Turkey
Cases,70,583227,Both,Turkey
Cases,75,428594,Both,Turkey
Cases,80,350497,Both,Turkey
Cases,85,263302,Both,Turkey
Cases,90,217188,Both,Turkey
Deaths,0,894,Both,Turkey
Deaths,5,311,Both,Turkey
Deaths,10,428,Both,Turkey
Deaths,15,767,Both,Turkey
Deaths,20,1993,Both,Turkey
Deaths,25,3347,Both,Turkey
Deaths,30,5881,Both,Turkey
Deaths,35,9267,Both,Turkey
Deaths,40,14842,Both,Turkey
Deaths,45,24111,Both,Turkey
Deaths,50,34251,Both,Turkey
Deaths,55,46765,Both,Turkey
Deaths,60,57322,Both,Turkey
Deaths,65,64455,Both,Turkey
Deaths,70,66925,Both,Turkey
Deaths,75,64368,Both,Turkey
Deaths,80,63890,Both,Turkey
Deaths,85,56288,Both,Turkey
Deaths,90,63669,Both,Turkey
Cases,0,304978,Both,Ukraine
Cases,5,392894,Both,Ukraine
Cases,10,568184,Both,Ukraine
Cases,15,902741,Both,Ukraine
Cases,20,1611978,Both,Ukraine
Cases,25,2103937,Both,Ukraine
Cases,30,2104966,Both,Ukraine
Cases,35,1970078,Both,Ukraine
Cases,40,1834677,Both,Ukraine
Cases,45,1744550,Both,Ukraine
Cases,50,1601880,Both,Ukraine
Cases,55,1397704,Both,Ukraine
Cases,60,1056240,Both,Ukraine
Cases,65,786408,Both,Ukraine
Cases,70,583227,Both,Ukraine
Cases,75,428594,Both,Ukraine
Cases,80,350497,Both,Ukraine
Cases,85,263302,Both,Ukraine
Cases,90,217188,Both,Ukraine
Deaths,0,894,Both,Ukraine
Deaths,5,311,Both,Ukraine
Deaths,10,428,Both,Ukraine
Deaths,15,767,Both,Ukraine
Deaths,20,1993,Both,Ukraine
Deaths,25,3347,Both,Ukraine
Deaths,30,5881,Both,Ukraine
Deaths,35,9267,Both,Ukraine
Deaths,40,14842,Both,Ukraine
Deaths,45,24111,Both,Ukraine
Deaths,50,34251,Both,Ukraine
Deaths,55,46765,Both,Ukraine
Deaths,60,57322,Both,Ukraine
Deaths,65,64455,Both,Ukraine
Deaths,70,66925,Both,Ukraine
Deaths,75,64368,Both,Ukraine
Deaths,80,63890,Both,Ukraine
Deaths,85,56288,Both,Ukraine
Deaths,90,63669,Both,Ukraine
Cases,0,304978,Both,Uruguay
Cases,5,392894,Both,Uruguay
Cases,10,568184,Both,Uruguay
Cases,15,902741,Both,Uruguay
Cases,20,1611978,Both,Uruguay
Cases,25,2103937,Both,Uruguay
Cases,30,2104966,Both,Uruguay
Cases,35,1970078,Both,Uruguay
Cases,40,1834677,Both,Uruguay
Cases,45,1744550,Both,Uruguay
Cases,50,1601880,Both,Uruguay
Cases,55,1397704,Both,Uruguay
Cases,60,1056240,Both,Uruguay
Cases,65,786408,Both,Uruguay
Cases,70,583227,Both,Uruguay
Cases,75,428594,Both,Uruguay
Cases,80,350497,Both,Uruguay
Cases,85,263302,Both,Uruguay
Cases,90,217188,Both,Uruguay
Deaths,0,894,Both,Uruguay
Deaths,5,311,Both,Uruguay
Deaths,10,428,Both,Uruguay
Deaths,15,767,Both,Uruguay
Deaths,20,1993,Both,Uruguay
Deaths,25,3347,Both,Uruguay
Deaths,30,5881,Both,Uruguay
Deaths,35,9267,Both,Uruguay
Deaths,40,14842,Both,Uruguay
Deaths,45,24111,Both,Uruguay
Deaths,50,34251,Both,Uruguay
Deaths,55,46765,Both,Uruguay
Deaths,60,57322,Both,Uruguay
Deaths,65,64455,Both,Uruguay
Deaths,70,66925,Both,Uruguay
Deaths,75,64368,Both,Uruguay
Deaths,80,63890,Both,Uruguay
Deaths,85,56288,Both,Uruguay
Deaths,90,63669,Both,Uruguay
Cases,0,8380,Female,Argentina
Cases,5,7517,Female,Argentina
Cases,10,10684,Female,Argentina
Cases,15,24121,Female,Argentina
Cases,20,49855,Female,Argentina
Cases,25,70489,Female,Argentina
Cases,30,71549,Female,Argentina
Cases,35,64575,Female,Argentina
Cases,40,60760,Female,Argentina
Cases,45,50404,Female,Argentina
Cases,50,41979,Female,Argentina
Cases,55,33307,Female,Argentina
Cases,60,23193,Female,Argentina
Cases,65,15914,Female,Argentina
Cases,70,11171,Female,Argentina
Cases,75,8255,Female,Argentina
Cases,80,6785,Female,Argentina
Cases,85,5857,Female,Argentina
Cases,90,5322,Female,Argentina
Cases,0,9105,Male,Argentina
Cases,5,7898,Male,Argentina
Cases,10,9878,Male,Argentina
Cases,15,21207,Male,Argentina
Cases,20,49262,Male,Argentina
Cases,25,71194,Male,Argentina
Cases,30,74584,Male,Argentina
Cases,35,69318,Male,Argentina
Cases,40,63755,Male,Argentina
Cases,45,52118,Male,Argentina
Cases,50,42255,Male,Argentina
Cases,55,34553,Male,Argentina
Cases,60,25357,Male,Argentina
Cases,65,17532,Male,Argentina
Cases,70,11866,Male,Argentina
Cases,75,7339,Male,Argentina
Cases,80,4433,Male,Argentina
Cases,85,2363,Male,Argentina
Cases,90,1182,Male,Argentina
Deaths,0,21,Female,Argentina
Deaths,5,7,Female,Argentina
Deaths,10,3,Female,Argentina
Deaths,15,21,Female,Argentina
Deaths,20,35,Female,Argentina
Deaths,25,68,Female,Argentina
Deaths,30,72,Female,Argentina
Deaths,35,112,Female,Argentina
Deaths,40,196,Female,Argentina
Deaths,45,312,Female,Argentina
Deaths,50,414,Female,Argentina
Deaths,55,617,Female,Argentina
Deaths,60,998,Female,Argentina
Deaths,65,1374,Female,Argentina
Deaths,70,1569,Female,Argentina
Deaths,75,1900,Female,Argentina
Deaths,80,2008,Female,Argentina
Deaths,85,2232,Female,Argentina
Deaths,90,2255,Female,Argentina
Deaths,0,18,Male,Argentina
Deaths,5,3,Male,Argentina
Deaths,10,4,Male,Argentina
Deaths,15,19,Male,Argentina
Deaths,20,40,Male,Argentina
Deaths,25,74,Male,Argentina
Deaths,30,126,Male,Argentina
Deaths,35,220,Male,Argentina
Deaths,40,336,Male,Argentina
Deaths,45,563,Male,Argentina
Deaths,50,905,Male,Argentina
Deaths,55,1346,Male,Argentina
Deaths,60,2087,Male,Argentina
Deaths,65,2582,Male,Argentina
Deaths,70,2729,Male,Argentina
Deaths,75,2674,Male,Argentina
Deaths,80,2235,Male,Argentina
Deaths,85,1729,Male,Argentina
Deaths,90,991,Male,Argentina
Cases,0,328,Female,Australia
Cases,5,369,Female,Australia
Cases,10,460,Female,Australia
Cases,15,721,Female,Australia
Cases,20,1460,Female,Australia
Cases,25,1868,Female,Australia
Cases,30,1428,Female,Australia
Cases,35,1022,Female,Australia
Cases,40,847,Female,Australia
Cases,45,923,Female,Australia
Cases,50,885,Female,Australia
Cases,55,841,Female,Australia
Cases,60,697,Female,Australia
Cases,65,518,Female,Australia
Cases,70,408,Female,Australia
Cases,75,348,Female,Australia
Cases,80,383,Female,Australia
Cases,85,394,Female,Australia
Cases,90,552,Female,Australia
Cases,0,362,Male,Australia
Cases,5,410,Male,Australia
Cases,10,503,Male,Australia
Cases,15,728,Male,Australia
Cases,20,1335,Male,Australia
Cases,25,1706,Male,Australia
Cases,30,1421,Male,Australia
Cases,35,1112,Male,Australia
Cases,40,914,Male,Australia
Cases,45,932,Male,Australia
Cases,50,844,Male,Australia
Cases,55,784,Male,Australia
Cases,60,653,Male,Australia
Cases,65,537,Male,Australia
Cases,70,485,Male,Australia
Cases,75,365,Male,Australia
Cases,80,282,Male,Australia
Cases,85,213,Male,Australia
Cases,90,229,Male,Australia
Deaths,0,0,Female,Australia
Deaths,5,0,Female,Australia
Deaths,10,0,Female,Australia
Deaths,15,0,Female,Australia
Deaths,20,0,Female,Australia
Deaths,25,0,Female,Australia
Deaths,30,0,Female,Australia
Deaths,35,0,Female,Australia
Deaths,40,0,Female,Australia
Deaths,45,0,Female,Australia
Deaths,50,2,Female,Australia
Deaths,55,4,Female,Australia
Deaths,60,4,Female,Australia
Deaths,65,8,Female,Australia
Deaths,70,19,Female,Australia
Deaths,75,38,Female,Australia
Deaths,80,80,Female,Australia
Deaths,85,116,Female,Australia
Deaths,90,201,Female,Australia
Deaths,0,0,Male,Australia
Deaths,5,0,Male,Australia
Deaths,10,0,Male,Australia
Deaths,15,0,Male,Australia
Deaths,20,0,Male,Australia
Deaths,25,1,Male,Australia
Deaths,30,1,Male,Australia
Deaths,35,1,Male,Australia
Deaths,40,1,Male,Australia
Deaths,45,1,Male,Australia
Deaths,50,4,Male,Australia
Deaths,55,6,Male,Australia
Deaths,60,9,Male,Australia
Deaths,65,17,Male,Australia
Deaths,70,38,Male,Australia
Deaths,75,62,Male,Australia
Deaths,80,88,Male,Australia
Deaths,85,95,Male,Australia
Deaths,90,115,Male,Australia
Cases,0,418,Female,Austria
Cases,5,800,Female,Austria
Cases,10,1463,Female,Austria
Cases,15,2283,Female,Austria
Cases,20,3105,Female,Austria
Cases,25,3178,Female,Austria
Cases,30,2557,Female,Austria
Cases,35,2315,Female,Austria
Cases,40,2280,Female,Austria
Cases,45,2748,Female,Austria
Cases,50,2922,Female,Austria
Cases,55,2208,Female,Austria
Cases,60,1338,Female,Austria
Cases,65,895,Female,Austria
Cases,70,793,Female,Austria
Cases,75,883,Female,Austria
Cases,80,707,Female,Austria
Cases,85,591,Female,Austria
Cases,90,640,Female,Austria
Cases,0,483,Male,Austria
Cases,5,921,Male,Austria
Cases,10,1658,Male,Austria
Cases,15,2627,Male,Austria
Cases,20,3594,Male,Austria
Cases,25,3684,Male,Austria
Cases,30,2904,Male,Austria
Cases,35,2462,Male,Austria
Cases,40,2249,Male,Austria
Cases,45,2557,Male,Austria
Cases,50,2920,Male,Austria
Cases,55,2478,Male,Austria
Cases,60,1651,Male,Austria
Cases,65,1094,Male,Austria
Cases,70,869,Male,Austria
Cases,75,824,Male,Austria
Cases,80,570,Male,Austria
Cases,85,373,Male,Austria
Cases,90,260,Male,Austria
Deaths,0,0,Female,Austria
Deaths,5,0,Female,Austria
Deaths,10,0,Female,Austria
Deaths,15,0,Female,Austria
Deaths,20,2,Female,Austria
Deaths,25,3,Female,Austria
Deaths,30,0,Female,Austria
Deaths,35,0,Female,Austria
Deaths,40,2,Female,Austria
Deaths,45,3,Female,Austria
Deaths,50,2,Female,Austria
Deaths,55,3,Female,Austria
Deaths,60,6,Female,Austria
Deaths,65,12,Female,Austria
Deaths,70,26,Female,Austria
Deaths,75,56,Female,Austria
Deaths,80,68,Female,Austria
Deaths,85,85,Female,Austria
Deaths,90,139,Female,Austria
Deaths,0,0,Male,Austria
Deaths,5,0,Male,Austria
Deaths,10,0,Male,Austria
Deaths,15,0,Male,Austria
Deaths,20,0,Male,Austria
Deaths,25,0,Male,Austria
Deaths,30,2,Male,Austria
Deaths,35,3,Male,Austria
Deaths,40,2,Male,Austria
Deaths,45,3,Male,Austria
Deaths,50,8,Male,Austria
Deaths,55,14,Male,Austria
Deaths,60,23,Male,Austria
Deaths,65,38,Male,Austria
Deaths,70,60,Male,Austria
Deaths,75,103,Male,Austria
Deaths,80,101,Male,Austria
Deaths,85,90,Male,Austria
Deaths,90,84,Male,Austria
Cases,0,1795,Female,Belgium
Cases,5,5083,Female,Belgium
Cases,10,11954,Female,Belgium
Cases,15,20797,Female,Belgium
Cases,20,28864,Female,Belgium
Cases,25,32466,Female,Belgium
Cases,30,29695,Female,Belgium
Cases,35,28005,Female,Belgium
Cases,40,27601,Female,Belgium
Cases,45,29098,Female,Belgium
Cases,50,27860,Female,Belgium
Cases,55,23024,Female,Belgium
Cases,60,15956,Female,Belgium
Cases,65,11542,Female,Belgium
Cases,70,10584,Female,Belgium
Cases,75,9684,Female,Belgium
Cases,80,13045,Female,Belgium
Cases,85,14866,Female,Belgium
Cases,90,15952,Female,Belgium
Cases,0,1923,Male,Belgium
Cases,5,5437,Male,Belgium
Cases,10,12385,Male,Belgium
Cases,15,19604,Male,Belgium
Cases,20,23546,Male,Belgium
Cases,25,24286,Male,Belgium
Cases,30,22346,Male,Belgium
Cases,35,21536,Male,Belgium
Cases,40,21454,Male,Belgium
Cases,45,23210,Male,Belgium
Cases,50,23798,Male,Belgium
Cases,55,21480,Male,Belgium
Cases,60,16189,Male,Belgium
Cases,65,12204,Male,Belgium
Cases,70,10544,Male,Belgium
Cases,75,8013,Male,Belgium
Cases,80,8153,Male,Belgium
Cases,85,6884,Male,Belgium
Cases,90,4818,Male,Belgium
Deaths,0,0,Female,Belgium
Deaths,5,1,Female,Belgium
Deaths,10,1,Female,Belgium
Deaths,15,2,Female,Belgium
Deaths,20,3,Female,Belgium
Deaths,25,5,Female,Belgium
Deaths,30,7,Female,Belgium
Deaths,35,10,Female,Belgium
Deaths,40,15,Female,Belgium
Deaths,45,26,Female,Belgium
Deaths,50,49,Female,Belgium
Deaths,55,99,Female,Belgium
Deaths,60,193,Female,Belgium
Deaths,65,341,Female,Belgium
Deaths,70,498,Female,Belgium
Deaths,75,496,Female,Belgium
Deaths,80,730,Female,Belgium
Deaths,85,1314,Female,Belgium
Deaths,90,6212,Female,Belgium
Deaths,0,0,Male,Belgium
Deaths,5,0,Male,Belgium
Deaths,10,0,Male,Belgium
Deaths,15,0,Male,Belgium
Deaths,20,1,Male,Belgium
Deaths,25,3,Male,Belgium
Deaths,30,6,Male,Belgium
Deaths,35,13,Male,Belgium
Deaths,40,25,Male,Belgium
Deaths,45,48,Male,Belgium
Deaths,50,96,Male,Belgium
Deaths,55,200,Male,Belgium
Deaths,60,389,Male,Belgium
Deaths,65,664,Male,Belgium
Deaths,70,870,Male,Belgium
Deaths,75,733,Male,Belgium
Deaths,80,917,Male,Belgium
Deaths,85,1449,Male,Belgium
Deaths,90,4177,Male,Belgium
Cases,0,4,Female,Bolivia
Cases,5,9,Female,Bolivia
Cases,10,5,Female,Bolivia
Cases,15,12,Female,Bolivia
Cases,20,19,Female,Bolivia
Cases,25,26,Female,Bolivia
Cases,30,32,Female,Bolivia
Cases,35,33,Female,Bolivia
Cases,40,29,Female,Bolivia
Cases,45,25,Female,Bolivia
Cases,50,21,Female,Bolivia
Cases,55,17,Female,Bolivia
Cases,60,13,Female,Bolivia
Cases,65,10,Female,Bolivia
Cases,70,8,Female,Bolivia
Cases,75,6,Female,Bolivia
Cases,80,5,Female,Bolivia
Cases,85,4,Female,Bolivia
Cases,90,9,Female,Bolivia
Cases,0,7,Male,Bolivia
Cases,5,8,Male,Bolivia
Cases,10,10,Male,Bolivia
Cases,15,13,Male,Bolivia
Cases,20,22,Male,Bolivia
Cases,25,29,Male,Bolivia
Cases,30,33,Male,Bolivia
Cases,35,32,Male,Bolivia
Cases,40,24,Male,Bolivia
Cases,45,23,Male,Bolivia
Cases,50,26,Male,Bolivia
Cases,55,23,Male,Bolivia
Cases,60,17,Male,Bolivia
Cases,65,13,Male,Bolivia
Cases,70,10,Male,Bolivia
Cases,75,7,Male,Bolivia
Cases,80,5,Male,Bolivia
Cases,85,4,Male,Bolivia
Cases,90,7,Male,Bolivia
Deaths,0,1,Female,Bolivia
Deaths,5,0,Female,Bolivia
Deaths,10,0,Female,Bolivia
Deaths,15,0,Female,Bolivia
Deaths,20,0,Female,Bolivia
Deaths,25,0,Female,Bolivia
Deaths,30,0,Female,Bolivia
Deaths,35,0,Female,Bolivia
Deaths,40,1,Female,Bolivia
Deaths,45,1,Female,Bolivia
Deaths,50,0,Female,Bolivia
Deaths,55,0,Female,Bolivia
Deaths,60,0,Female,Bolivia
Deaths,65,0,Female,Bolivia
Deaths,70,1,Female,Bolivia
Deaths,75,1,Female,Bolivia
Deaths,80,1,Female,Bolivia
Deaths,85,1,Female,Bolivia
Deaths,90,4,Female,Bolivia
Deaths,0,0,Male,Bolivia
Deaths,5,0,Male,Bolivia
Deaths,10,0,Male,Bolivia
Deaths,15,0,Male,Bolivia
Deaths,20,0,Male,Bolivia
Deaths,25,0,Male,Bolivia
Deaths,30,0,Male,Bolivia
Deaths,35,0,Male,Bolivia
Deaths,40,2,Male,Bolivia
Deaths,45,2,Male,Bolivia
Deaths,50,3,Male,Bolivia
Deaths,55,4,Male,Bolivia
Deaths,60,2,Male,Bolivia
Deaths,65,2,Male,Bolivia
Deaths,70,2,Male,Bolivia
Deaths,75,1,Male,Bolivia
Deaths,80,1,Male,Bolivia
Deaths,85,1,Male,Bolivia
Deaths,90,1,Male,Bolivia
Cases,0,24,Female,Cameroon
Cases,5,3,Female,Cameroon
Cases,10,4,Female,Cameroon
Cases,15,6,Female,Cameroon
Cases,20,19,Female,Cameroon
Cases,25,35,Female,Cameroon
Cases,30,44,Female,Cameroon
Cases,35,43,Female,Cameroon
Cases,40,29,Female,Cameroon
Cases,45,26,Female,Cameroon
Cases,50,30,Female,Cameroon
Cases,55,24,Female,Cameroon
Cases,60,12,Female,Cameroon
Cases,65,7,Female,Cameroon
Cases,70,4,Female,Cameroon
Cases,75,2,Female,Cameroon
Cases,80,2,Female,Cameroon
Cases,85,1,Female,Cameroon
Cases,90,2,Female,Cameroon
Cases,0,25,Male,Cameroon
Cases,5,1,Male,Cameroon
Cases,10,6,Male,Cameroon
Cases,15,10,Male,Cameroon
Cases,20,32,Male,Cameroon
Cases,25,60,Male,Cameroon
Cases,30,67,Male,Cameroon
Cases,35,71,Male,Cameroon
Cases,40,71,Male,Cameroon
Cases,45,61,Male,Cameroon
Cases,50,43,Male,Cameroon
Cases,55,31,Male,Cameroon
Cases,60,23,Male,Cameroon
Cases,65,15,Male,Cameroon
Cases,70,11,Male,Cameroon
Cases,75,8,Male,Cameroon
Cases,80,6,Male,Cameroon
Cases,85,4,Male,Cameroon
Cases,90,9,Male,Cameroon
Deaths,0,0,Female,Cameroon
Deaths,5,0,Female,Cameroon
Deaths,10,0,Female,Cameroon
Deaths,15,0,Female,Cameroon
Deaths,20,0,Female,Cameroon
Deaths,25,0,Female,Cameroon
Deaths,30,0,Female,Cameroon
Deaths,35,0,Female,Cameroon
Deaths,40,0,Female,Cameroon
Deaths,45,0,Female,Cameroon
Deaths,50,0,Female,Cameroon
Deaths,55,0,Female,Cameroon
Deaths,60,0,Female,Cameroon
Deaths,65,0,Female,Cameroon
Deaths,70,0,Female,Cameroon
Deaths,75,0,Female,Cameroon
Deaths,80,0,Female,Cameroon
Deaths,85,0,Female,Cameroon
Deaths,90,4,Female,Cameroon
Deaths,0,0,Male,Cameroon
Deaths,5,0,Male,Cameroon
Deaths,10,0,Male,Cameroon
Deaths,15,0,Male,Cameroon
Deaths,20,0,Male,Cameroon
Deaths,25,0,Male,Cameroon
Deaths,30,0,Male,Cameroon
Deaths,35,0,Male,Cameroon
Deaths,40,2,Male,Cameroon
Deaths,45,2,Male,Cameroon
Deaths,50,1,Male,Cameroon
Deaths,55,1,Male,Cameroon
Deaths,60,1,Male,Cameroon
Deaths,65,1,Male,Cameroon
Deaths,70,1,Male,Cameroon
Deaths,75,1,Male,Cameroon
Deaths,80,1,Male,Cameroon
Deaths,85,1,Male,Cameroon
Deaths,90,0,Male,Cameroon
Cases,0,4,Female,Chad
Cases,5,2,Female,Chad
Cases,10,5,Female,Chad
Cases,15,18,Female,Chad
Cases,20,33,Female,Chad
Cases,25,48,Female,Chad
Cases,30,50,Female,Chad
Cases,35,37,Female,Chad
Cases,40,29,Female,Chad
Cases,45,27,Female,Chad
Cases,50,22,Female,Chad
Cases,55,16,Female,Chad
Cases,60,10,Female,Chad
Cases,65,7,Female,Chad
Cases,70,5,Female,Chad
Cases,75,4,Female,Chad
Cases,80,3,Female,Chad
Cases,85,2,Female,Chad
Cases,90,6,Female,Chad
Cases,0,1,Male,Chad
Cases,5,1,Male,Chad
Cases,10,5,Male,Chad
Cases,15,23,Male,Chad
Cases,20,61,Male,Chad
Cases,25,108,Male,Chad
Cases,30,127,Male,Chad
Cases,35,105,Male,Chad
Cases,40,84,Male,Chad
Cases,45,73,Male,Chad
Cases,50,62,Male,Chad
Cases,55,50,Male,Chad
Cases,60,38,Male,Chad
Cases,65,28,Male,Chad
Cases,70,20,Male,Chad
Cases,75,14,Male,Chad
Cases,80,11,Male,Chad
Cases,85,8,Male,Chad
Cases,90,13,Male,Chad
Deaths,0,0,Female,Chad
Deaths,5,0,Female,Chad
Deaths,10,0,Female,Chad
Deaths,15,0,Female,Chad
Deaths,20,0,Female,Chad
Deaths,25,1,Female,Chad
Deaths,30,1,Female,Chad
Deaths,35,1,Female,Chad
Deaths,40,2,Female,Chad
Deaths,45,3,Female,Chad
Deaths,50,3,Female,Chad
Deaths,55,3,Female,Chad
Deaths,60,2,Female,Chad
Deaths,65,1,Female,Chad
Deaths,70,1,Female,Chad
Deaths,75,1,Female,Chad
Deaths,80,1,Female,Chad
Deaths,85,1,Female,Chad
Deaths,90,3,Female,Chad
Deaths,0,0,Male,Chad
Deaths,5,0,Male,Chad
Deaths,10,0,Male,Chad
Deaths,15,0,Male,Chad
Deaths,20,1,Male,Chad
Deaths,25,0,Male,Chad
Deaths,30,0,Male,Chad
Deaths,35,2,Male,Chad
Deaths,40,3,Male,Chad
Deaths,45,6,Male,Chad
Deaths,50,8,Male,Chad
Deaths,55,10,Male,Chad
Deaths,60,8,Male,Chad
Deaths,65,7,Male,Chad
Deaths,70,6,Male,Chad
Deaths,75,5,Male,Chad
Deaths,80,4,Male,Chad
Deaths,85,3,Male,Chad
Deaths,90,7,Male,Chad
Cases,0,14259,Female,Colombia
Cases,5,15401,Female,Colombia
Cases,10,21881,Female,Colombia
Cases,15,39853,Female,Colombia
Cases,20,96333,Female,Colombia
Cases,25,129787,Female,Colombia
Cases,30,120606,Female,Colombia
Cases,35,106068,Female,Colombia
Cases,40,88269,Female,Colombia
Cases,45,72144,Female,Colombia
Cases,50,71617,Female,Colombia
Cases,55,63540,Female,Colombia
Cases,60,47089,Female,Colombia
Cases,65,33265,Female,Colombia
Cases,70,24172,Female,Colombia
Cases,75,17520,Female,Colombia
Cases,80,13579,Female,Colombia
Cases,85,8479,Female,Colombia
Cases,90,5162,Female,Colombia
Cases,0,15551,Male,Colombia
Cases,5,15537,Male,Colombia
Cases,10,21770,Male,Colombia
Cases,15,39342,Male,Colombia
Cases,20,86723,Male,Colombia
Cases,25,118524,Male,Colombia
Cases,30,118887,Male,Colombia
Cases,35,108135,Male,Colombia
Cases,40,86688,Male,Colombia
Cases,45,69424,Male,Colombia
Cases,50,66508,Male,Colombia
Cases,55,60571,Male,Colombia
Cases,60,45801,Male,Colombia
Cases,65,33282,Male,Colombia
Cases,70,25297,Male,Colombia
Cases,75,17867,Male,Colombia
Cases,80,13188,Male,Colombia
Cases,85,7500,Male,Colombia
Cases,90,3992,Male,Colombia
Deaths,0,26,Female,Colombia
Deaths,5,5,Female,Colombia
Deaths,10,7,Female,Colombia
Deaths,15,19,Female,Colombia
Deaths,20,79,Female,Colombia
